region,address,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,build_date,isСomplete,complitation_year,house_material,parking,decoration,balcony,longitude,latitude,passenger_elevator,cargo_elevator,metro,metro_distance,metro_transport,district,is_apartments,is_auction
msk,"Москва, микрорайон Рублёво-Архангельское, квартал B10",24280200,47.0,6.0,25.5,2,2,11,,0,2026,monolithBrick,,fine,,37.34325424600749,55.79062755554365,,,"Опалиха,Сетунь,Карамышевская","11,12,14","transport,transport,transport",ЗАО,0,0
msk,"Москва, 1-й Можайский тупик, 8Ас1",36635670,41.49,,,2,2,14,,0,2026,monolith,,,,37.55858,55.743603,,,"Киевская,Студенческая,Выставочная","8,12,20","walk,walk,walk","Дорогомилово,ЗАО",1,0
msk,"Москва, улица Костикова, 4к4",175000000,136.5,,,4,14,15,2023,,,monolith,underground,,3,37.555238,55.761178,,,"Улица 1905 года,Краснопресненская,Тестовская","9,20,3","walk,walk,transport","Пресненский,ЦАО",0,1
msk,"Москва, проспект Мира, 188Бк1",35964753,109.7,,82.3,2,37,58,,1,2015,monolith,underground,,,37.658059,55.834472,,,"Ростокино,Улица Сергея Эйзенштейна","13,16","walk,walk","Ростокино,СВАО",0,0
msk,"Москва, Хилков переулок, 5",189000000,128.0,45.0,,3,3,6,2008,,,monolith,underground,,,37.597001,55.738368,1,1,"Парк Культуры,Кропоткинская,Смоленская","5,11,18","walk,walk,walk","Хамовники,ЦАО",0,1
msk,"Москва, улица Новый Арбат, 32",98763758,122.7,,,2,3,13,,1,2013,monolithBrick,underground,without,,37.58067,55.753316,1,,"Смоленская,Баррикадная,Краснопресненская","8,14,14","walk,walk,walk","Арбат,ЦАО",1,0
msk,"Москва, Еропкинский пер., 16",460000000,550.9,110.5,85.8,5,6,7,,,,monolithBrick,multilevel,,,37.592716,55.740451,,,Парк Культуры,7,walk,"Хамовники,ЦАО",,1
msk,"Москва, проспект Андропова, вл9/1",25412561,58.2,,,1,5,23,,1,2023,monolith,,without,,37.6672398220896,55.6906546805921,,3,"Технопарк,Коломенская,Автозаводская","5,15,4","walk,walk,transport","Нагатинский затон,ЮАО",0,0
msk,"Москва, Пречистенская набережная, 5",555943063,219.2,,,3,2,4,,,,monolith,multilevel,,,37.600846,55.736579,,,"Парк Культуры,Октябрьская","7,5","walk,transport","Хамовники,ЦАО",,1
msk,"Москва, 1-й Сетуньский проезд, вл10",33352428,60.99,,39.6,2,3,41,,0,2024,monolith,underground,,,37.541503,55.731936,2,2,"Лужники,Спортивная,Воробьёвы горы","3,4,4","transport,transport,transport","Раменки,ЗАО",0,0
msk,"Москва, 1-й Тружеников переулок, 16-18, с22",700000000,282.91,,,5,11,14,,,,monolith,ground,,,37.571103,55.737466,,,"Киевская,Парк Культуры,Смоленская","11,5,5","walk,transport,transport","Хамовники,ЦАО",,1
msk,"Москва, микрорайон Рублёво-Архангельское, квартал В19",37126080,85.94,21.9,32.1,2,2,12,,0,2025,monolith,,without,,37.3438052008762,55.789558187273,,,"Опалиха,Сетунь,Карамышевская","11,12,13","transport,transport,transport",ЗАО,0,0
msk,"г.Москва,ул.Крузенштерна, д.10, к.1",16500000,39.8,18.0,12.7,1,11,27,,,,monolith,underground,,,37.703775,55.751447,2,,Авиамоторная,11,walk,"Лефортово,ЮВАО",0,1
msk,"Москва, улица Василисы Кожиной, вл25/1",43991860,71.8,,,2,8,17,,0,2024,monolith,,,,37.4922799384835,55.7339776945285,1,1,"Филёвский парк,Парк Победы,Фили","12,4,4","walk,transport,transport","Филевский парк,ЗАО",1,0
msk,"Москва, проспект Лихачева",17000000,38.8,16.0,17.8,1,3,14,,1,,monolith,multilevel,without,1,37.6608856548609,55.6910987751376,4,,Технопарк,15,walk,"Даниловский,ЮАО",0,1
msk,"Москва, микрорайон Рублёво-Архангельское, квартал В20",43741396,82.36,22.0,32.9,2,3,13,,0,2025,monolithBrick,,fine,,37.3438008900958,55.7887728612671,,,"Опалиха,Сетунь,Карамышевская","11,12,13","transport,transport,transport",ЗАО,0,0
msk,"Москва, Ходынский бульвар, 20А",17500000,30.2,3.0,20.0,1,4,15,,,,monolith,underground,,,37.523204,55.790787,2,,"ЦСКА,Аэропорт","10,7","walk,transport","Хорошевский,САО",1,1
msk,"Москва, Багратионовский проезд, 5Ак1",38352000,75.2,,51.8,2,33,41,,1,2021,monolith,underground,,,37.5095986063909,55.7433431076337,1,2,"Фили,Багратионовская,Парк Победы","6,11,17","walk,walk,walk","Филевский парк,ЗАО",0,0
msk,"Москва, Лобачевского, 124к1",17990000,41.1,15.0,20.0,2,27,41,,,,monolith,underground,,,37.474534,55.69865,3,,Аминьевская,8,walk,"Раменки,ЗАО",0,1
msk,"Москва, Космодамианская набережная, 4/22с8",109104020,74.78,,,2,3,6,,0,2024,monolithBrick,underground,without,,37.6389599253,55.7454796264,1,,"Новокузнецкая,Китай-город","10,16","walk,walk","Замоскворечье,ЦАО",1,0
msk,"Москва, ул.Часовая",19750000,42.8,18.2,13.1,1,9,20,,0,2025,monolith,underground,fine,,37.5215591846928,55.8123145487875,3,,Сокол,13,walk,"Аэропорт,САО",0,1
msk,"Москва, Западный административный округ, район Филёвский Парк, Багратионовский проезд, 5",29221938,58.48,,,2,2,57,,1,2023,monolith,underground,,,37.5095364775231,55.7423225102259,1,2,"Фили,Багратионовская,Парк Победы","5,14,17","walk,walk,walk","Филевский парк,ЗАО",0,0
msk,"Москва, ул. Казакова, 7",25000000,39.8,14.9,12.0,1,7,11,2022,,,,underground,,,37.659772,55.76336,1,,"Курская,Чкаловская,Комсомольская","8,13,20","walk,walk,walk","Басманный,ЦАО",1,1
msk,"Москва, проспект Академика Сахарова, 11",37180000,44.0,10.0,26.5,2,3,19,,0,2024,monolith,underground,,,37.643722,55.771125,4,1,"Красные ворота,Сухаревская,Сретенский бульвар","7,11,3","walk,walk,transport","Красносельский,ЦАО",1,0
msk,"Россия, Москва, Набережная Марка Шагала, 1к2",115000000,124.0,21.0,71.0,3,12,14,2023,,,monolith,underground,,,37.631101,55.699558,1,,"ЗИЛ,Технопарк,Автозаводская","17,4,6","walk,transport,transport","Даниловский,ЮАО",0,1
msk,"Москва, Лужнецкая набережная",45318000,49.8,,11.3,1,3,18,,0,2026,monolith,multilevel,without,,37.5715492461217,55.7156081703927,1,1,"Воробьёвы горы,Спортивная,Лужники","15,19,19","walk,walk,walk","Хамовники,ЦАО",0,0
msk,"Москва, Береговой 3",26900000,57.0,17.0,26.0,2,19,29,,,,monolithBrick,underground,,,37.508867,55.757379,3,,"Фили,Шелепиха","18,3","walk,transport","Филевский парк,ЗАО",0,1
msk,"Москва, Большой Кисельный переулок, 11",155865600,131.2,57.9,,2,2,7,,0,2026,monolith,underground,without,,37.6274237202377,55.7648534393045,1,,"Тургеневская,Сретенский бульвар,Чистые пруды","9,9,10","walk,walk,walk","Мещанский,ЦАО",0,0
msk,"Москва, Комсомольский проспект, д.45",55000000,74.4,15.0,50.0,3,5,12,1957,,,brick,ground,,1,37.573896,55.719967,2,,"Спортивная,Фрунзенская","11,14","walk,walk","Хамовники,ЦАО",0,1
msk,"Москва, жилой комплекс Река",59323200,81.6,20.8,27.8,2,3,16,,0,2026,monolith,underground,without,,37.48063193174056,55.69231274128903,1,1,"Мичуринский проспект,Раменки,Университет","11,3,5","walk,transport,transport","Раменки,ЗАО",0,0
msk,"Москва, 1-й Колобовский переулок, 14",125000000,138.0,15.0,118.0,3,4,6,2005,,,monolithBrick,underground,,,37.61786,55.768593,2,,"Трубная,Цветной бульвар,Пушкинская","5,7,9","walk,walk,walk","Тверской,ЦАО",0,1
msk,"Москва, Часовая улица",26755920,64.8,21.2,25.6,2,2,29,,0,2026,monolith,underground,without,,37.521682566306986,55.81202757989051,,,"Сокол,Аэропорт","13,4","walk,transport","Аэропорт,САО",0,0
msk,"Москва, Всеволожский переулок, 5",385000000,144.0,28.0,67.0,3,4,6,2019,,,monolithBrick,underground,,1,37.598043,55.742772,,,"Кропоткинская,Парк Культуры","4,11","walk,walk","Хамовники,ЦАО",0,1
msk,"Москва, Большой Толмачёвский переулок",277800000,142.1,44.5,46.6,3,2,14,,0,2024,monolith,underground,,2,37.6219303055568,55.7396737042422,1,1,"Новокузнецкая,Полянка,Третьяковская","10,2,4","walk,transport,transport","Якиманка,ЦАО",0,0
msk,"Москва, Покровка,38 с1",50000000,65.0,16.0,22.0,3,6,6,1902,,,brick,ground,,1,37.651268,55.761284,1,,"Курская,Чистые пруды","9,13","walk,walk","Басманный,ЦАО",0,1
msk,"Москва, Западный административный округ, район Филёвский Парк, проезд Багратионовский, вл 5",42715100,76.41,,,2,2,11,,1,2023,monolith,underground,fine,,37.508975,55.742448,1,1,"Фили,Багратионовская,Парк Победы","8,10,15","walk,walk,walk","Филевский парк,ЗАО",0,0
msk,"Москва, улица Академика Королёва, 21",28160000,59.52,,,2,2,21,,0,2024,monolith,underground,,,37.6022541586287,55.8205830303055,1,1,"Бутырская,Улица Милашенкова,Фонвизинская","12,14,18","walk,walk,walk","Марфино,СВАО",0,0
msk,"Москва, Ломоносовский проспект, 25к5",99730000,114.8,20.0,89.8,3,15,19,,,,monolithBrick,underground,,1,37.530939,55.692013,2,,Университет,5,walk,"Раменки,ЗАО",0,1
msk,"Москва, улица Фридриха Энгельса, 56",26942800,69.8,,,2,11,27,,0,2026,monolithBrick,underground,without,,37.6924907546307,55.7767727415349,2,1,"Бауманская,Электрозаводская","13,4","walk,transport","Басманный,ЦАО",0,0
msk,"Москва, проспект Мира, 95",31535521,75.8,,,2,14,15,,1,2020,,,,,37.6349410489341,55.8077844836563,,,"Алексеевская,ВДНХ,Рижская","4,18,3","walk,walk,transport","Останкинский,СВАО",1,0
msk,"Москва, наб.Шелепихинская д.34, корп.2",107000000,137.1,10.5,85.3,4,4,19,,,,monolith,underground,,1,37.508894,55.763057,2,,Шелепиха,19,walk,"Хорошево-Мневники,СЗАО",0,1
msk,"Москва, Поварская улица, 8/1с1",98201600,102.4,,,2,2,6,,1,2017,monolithBrick,underground,without,,37.5987267817531,55.7541697885384,1,1,"Арбатская,Александровский сад","6,9","walk,walk","Арбат,ЦАО",1,0
msk,"Москва, Земляной Вал, 37к1",31300000,47.0,9.0,32.0,2,13,21,2024,,,monolithBrick,underground,,,37.658329,55.755743,2,,"Чкаловская,Курская","2,4","walk,walk","Басманный,ЦАО",1,1
msk,"Москва, Дербеневская улица",21968170,41.9,13.1,15.7,1,4,27,,0,2026,monolith,,without,,37.6449734179683,55.7209805531047,1,2,"Серпуховская,Пролетарская,Павелецкая","20,2,4","walk,transport,transport","Даниловский,ЮАО",0,0
msk,"Москва, Пер. Гороховский, д. 12, строен. 5",120000000,91.2,14.0,51.0,2,3,7,,,,monolithBrick,underground,,,37.667393,55.764602,2,,Курская,9,walk,"Басманный,ЦАО",1,1
msk,"Москва, улица Костикова, 4к1",78259545,65.9,24.9,18.8,1,5,21,,1,2023,monolith,,,,37.5573009849619,55.7612846731082,,,"Улица 1905 года,Краснопресненская,Беговая","9,19,2","walk,walk,transport","Пресненский,ЦАО",0,0
msk,"Москва, Средний Тишинский переулок, 5",79000000,95.0,24.0,37.0,2,4,18,2021,,,monolithBrick,underground,,1,37.577256,55.769965,1,,"Белорусская,Баррикадная","12,16","walk,walk","Пресненский,ЦАО",0,1
msk,"Москва, Аминьевское шоссе, 6",15471700,47.9,,34.5,2,4,21,,1,2020,monolith,,rough,,37.4571176785729,55.7076352050853,,,"Давыдково,Аминьевская,Кунцевская","12,15,3","walk,walk,transport","Очаково-Матвеевское,ЗАО",1,0
msk,"Москва, ул.Новый Арбат, дом 32",119700000,126.0,,80.0,2,6,13,2013,,,monolithBrick,underground,,,37.580661,55.753311,1,,"Смоленская,Краснопресненская","8,14","walk,walk","Арбат,ЦАО",1,1
msk,"Москва, Нагатинская улица, к1вл1",28059588,58.6,,,2,3,28,,0,2025,monolith,underground,,,37.626187,55.682295,,,"Нагатинская,Верхние котлы,Нагорная","4,16,5","walk,walk,transport","Нагатино-Садовники,ЮАО",0,0
